작업 ID,대상 화면,부서,핵심 카테고리,현재 문제점,구체적 개선안,예상 기대효과,작업 상태,관련 코드 파일
SCR-11-08,퀘스트 & 업적 센터 (QuestAchievementView),디자인,사용성,"퀘스트 수행을 위해 각 게임 모드로 이동 후 진행도 확인을 위해 반복 복귀해야 해 동선이 길고, 100dvh 화면에서 조작 동선 분산 발생.",타 화면 플레이 중 모서리 스와이프로 펼쳐지는 '미니 퀘스트 플로팅 트래커 HUD(44px)' 구축 및 퀘스트 센터 내 탭(일일/주간/업적) 좌우 스와이프 제스처 전환 UX 구현.,"퀘스트 확인을 위한 화면 이동 80% 감소, 모바일 한 손 스와이프 접근성 및 일일 미션 달성률 35% 향상.",작업대기,"src/views/QuestAchievementView.tsx, src/components/FloatingQuestHUD.tsx, src/components/QuestTabSwipeView.tsx"
SCR-11-09,퀘스트 & 업적 센터 (QuestAchievementView),기획,과금전환,"퀘스트 마감 직전 미완료 항목이 남았을 때 유저가 포기하고 이탈하며, 마감 직전 긴장감과 보상 욕구를 자극하는 타임 세일 장치 부재.",마감 2시간 전 미달성 퀘스트 경험치를 3배 증폭하는 '막판 스퍼트 골든 부스터(500원)' 팝업 및 올클리어 실패 시 '미완성 구제 럭키 박스(800원)' 즉시 구매 연동.,"마감 직전 세션 복귀율 40% 상승, 마감 임박 유저의 마이크로 결제 전환율 6.1% 신규 창출 및 일일 잔존율 극대화.",작업대기,"src/views/QuestAchievementView.tsx, src/components/LastSpurtBoosterModal.tsx, src/views/ShopView.tsx"
SCR-11-07,퀘스트 & 업적 센터 (QuestAchievementView),개발,성능,"보상 일괄 수령' 시 10~20개 항목의 상태 갱신, 플라잉 애니메이션, 재화 카운터 급증 동시 발생으로 메인 스레드 100ms 락 및 15fps 프레임 드랍 발생.","보상 플라잉 연출을 WebGL/Canvas 하드웨어 가속 파티클 풀로 전환하고, 상태 업데이트를 RAF 단일 배치 사이클로 통합하여 60fps 무감속 연출 파이프라인 구축.","대량 보상 일괄 수령 시 60fps 완벽 방어, 연출 중 인풋 블로킹 제로화 및 UI 스레드 연산 시간 75% 절감.",작업대기,"src/views/QuestAchievementView.tsx, src/components/RewardFlyingCanvas.tsx, src/lib/RewardBatchController.ts"
SCR-11-08,퀘스트 & 업적 센터 (QuestAchievementView),디자인,사용성,"퀘스트 수행을 위해 각 게임 모드로 이동 후 진행도 확인을 위해 반복 복귀해야 해 동선이 길고, 100dvh 화면에서 조작 동선 분산 발생.",타 화면 플레이 중 모서리 스와이프로 펼쳐지는 '미니 퀘스트 플로팅 트래커 HUD(44px)' 구축 및 퀘스트 센터 내 탭(일일/주간/업적) 좌우 스와이프 제스처 전환 UX 구현.,"퀘스트 확인을 위한 화면 이동 80% 감소, 모바일 한 손 스와이프 접근성 및 일일 미션 달성률 35% 향상.",작업대기,"src/views/QuestAchievementView.tsx, src/components/FloatingQuestHUD.tsx, src/components/QuestTabSwipeView.tsx"
SCR-11-09,퀘스트 & 업적 센터 (QuestAchievementView),기획,과금전환,"퀘스트 마감 직전 미완료 항목이 남았을 때 유저가 포기하고 이탈하며, 마감 직전 긴장감과 보상 욕구를 자극하는 타임 세일 장치 부재.",마감 2시간 전 미달성 퀘스트 경험치를 3배 증폭하는 '막판 스퍼트 골든 부스터(500원)' 팝업 및 올클리어 실패 시 '미완성 구제 럭키 박스(800원)' 즉시 구매 연동.,"마감 직전 세션 복귀율 40% 상승, 마감 임박 유저의 마이크로 결제 전환율 6.1% 신규 창출 및 일일 잔존율 극대화.",작업대기,"src/views/QuestAchievementView.tsx, src/components/LastSpurtBoosterModal.tsx, src/views/ShopView.tsx"
SCR-12-07,환경설정 & 계정/보상 센터 (SettingRewardView),개발,성능,"수동 그래픽 조절 한계로 저사양 기기에서 고사양 옵션 방치 시 지속적인 서멀 스로틀링, 기기 발열 및 20fps 프레임 저하 발생.","설정 진입 시 1초 백그라운드 벤치마크로 최적 프리셋을 자동 적용하고, 발열 감지 시 실시간으로 이펙트를 1단계 낮추는 '스마트 에코 60fps 세이프가드' 구축.","저사양 모바일 기기 발열 35% 감소, 배터리 지속 시간 28% 증가 및 전 기기 평균 60fps 안정 유지율 98% 달성.",작업대기,"src/views/SettingRewardView.tsx, src/lib/DeviceBenchmarkEngine.ts, src/lib/AdaptivePerformanceManager.ts"
SCR-12-08,환경설정 & 계정/보상 센터 (SettingRewardView),디자인,사용성,"배포된 복잡한 쿠폰 코드를 모바일 100dvh에서 일일이 붙여넣기 번거롭고, 사운드 볼륨 슬라이더가 얇아 엄지 오터치 빈번 발생.",화면 진입 시 클립보드의 유효 쿠폰 코드를 자동 감지해 띄우는 '1-Tap 즉시 등록 팝업' 구축 및 엄지 손가락에 맞춘 48px 햅틱 사운드 슬라이더 제공.,"쿠폰 등록 이탈률 60% 감소, 모바일 음향 설정 조작 편의성 50% 향상 및 오터치 제로화.",작업대기,"src/views/SettingRewardView.tsx, src/components/SmartCouponAutoInput.tsx, src/components/HapticVolumeSlider.tsx"
SCR-12-09,환경설정 & 계정/보상 센터 (SettingRewardView),기획,과금전환,코어 유저가 개발사를 직접 후원하거나 명예를 얻을 수 있는 멤버십 통로 부재 및 장기 미접속 복귀 계정에 대한 정착 유도 상품 결여.,"영구 명예 골드 배지 및 크레딧 등재가 포함된 '파운더스 서포터즈 팩(4,900원)' 연동 및 14일 이상 미접속 복귀 계정 전용 80% 할인 '슈퍼 컴백 번들(1,200원)' 딜 제공.","코어 팬덤의 자발적 후원 결제 창출, 복귀 유저 첫날 재이탈률 45% 방어 및 컴백 번들 결제 전환율 7.2% 달성.",작업대기,"src/views/SettingRewardView.tsx, src/components/SupporterBadgeModal.tsx, src/views/ShopView.tsx"
SCR-01-10,메인 로비 & 홈 (HomeView),개발,성능,모바일 네트워크 불안정 시 로비 진입 실패(화면 깜빡임) 및 매 방문마다 중복 에셋 핸드셰이크로 재진입 로딩 지연(>2.5초) 발생.,Workbox 기반 스마트 PWA Service Worker 프리캐싱 파이프라인 및 stale-while-revalidate 캐싱을 구축하여 네트워크 단절 시에도 즉시 오프라인 로비 셸 렌더링 구현.,"네트워크 불안정 상태에서도 로비 진입 성공률 100% 확보, 재방문 로딩 속도 85% 단축(2.5초 -> 0.3초) 및 PWA 홈 화면 추가 전환율 30% 증가.",작업대기,"src/views/HomeView.tsx, src/serviceWorkerRegistration.ts, vite.config.ts"
SCR-01-11,메인 로비 & 홈 (HomeView),디자인,사용성,"고정된 주간 배경 비주얼로 야간 플레이 시 눈 피로도가 높고, OS 시스템 다크 모드와 연동되지 않아 100dvh 화면에서 시각적 이질감 발생.",OS 시스템 다크 모드 자동 감지 테마 시스템 구축 및 사용자 현지 시간대(아침/낮/황혼/밤)에 따라 실시간 변화하는 '다이내믹 앰비언트 스카이박스' 및 OLED 딥블랙 UI 제공.,"야간 세션 플레이 유저 눈 피로도 60% 절감, 야간 체류 시간 25% 증가 및 OLED 디바이스 배터리 소모 20% 절약.",작업대기,"src/views/HomeView.tsx, src/components/DynamicSkyboxCanvas.tsx, src/theme/ThemeProvider.tsx"
SCR-01-12,메인 로비 & 홈 (HomeView),기획,과금전환,메인 로비가 단순 대기실 역할에 머물러 있어 로비 자체에 머무르는 재미와 특정 시간대 유저 접속 집결 동기 부재.,매일 정오(12시)/자정(24시) 로비에 '황금 도둑 고블린'이 깜짝 등장해 연타 시 재화를 드랍하는 미니 이벤트 신설 및 도주 직전 3분 한정 '황금 그물 포획 패키지(990원)' 연동.,"정오/자정 피크 타임 DAU 35% 급증, 로비 터치 인터랙션 참여율 80% 달성 및 3분 초단기 타임딜 결제 전환율 6.7% 신규 창출.",작업대기,"src/views/HomeView.tsx, src/components/GoldenGoblinEvent.tsx, src/views/ShopView.tsx"
SCR-02-10,배틀 아레나 (PlayGameView),개발,성능,HTML5 오디오 태그 병목으로 모바일에서 타격 SFX 재생 시 80~120ms 레이턴시 발생 및 다중 타격 시 소리 끊김 현상 발생.,저지연 Web Audio API 컨텍스트 전면 전환 및 사전 디코딩된 PCM 오디오 버퍼 풀링과 믹서 파이프라인을 구축하여 터치 즉시 무지연 타격 SFX 재생 보장.,"모바일 오디오 재생 딜레이 제로화(100ms -> <5ms), 동시 다중 타격 사운드 왜곡 제로화 및 배틀 몰입감 극대화.",작업대기,"src/views/PlayGameView.tsx, src/lib/WebAudioEngine.ts, src/lib/SoundBufferPool.ts"
SCR-02-11,배틀 아레나 (PlayGameView),디자인,사용성,"카드 발동 시 필드 슬롯까지 길게 드래그해야 해 손가락 가림이 발생하고, 흔들리는 이동 환경에서 드래그 미스 및 시간 초과 빈번 발생.",카드를 위로 가볍게 튕겨내는 '원터치 플릭 제스처' 소환 및 엄지 터치 지속 시 적을 자동 조준하는 '스마트 타겟 조준선' 인터랙션 구축.,"카드 발동 소요 시간 60% 단축(1.2초 -> 0.4초), 이동 환경에서 드래그 조작 오류율 85% 감소 및 한 손 조작 만족도 극대화.",작업대기,"src/views/PlayGameView.tsx, src/components/CardFlickGestureController.tsx, src/components/AutoTargetingRay.tsx"
SCR-02-12,배틀 아레나 (PlayGameView),기획,과금전환,"극적인 역전승/명장면 달성 시 외부에 자랑할 공유 수단이 없어 바이럴 유입이 차단되고, 배틀 승리 후 배틀 패스 추가 부스팅 유인 부족.",승리 직후 15초 명장면을 9:16 숏폼 규격으로 1-클릭 공유하는 '리플레이 숏폼 생성기' 연동 및 승리 후 5분간 배틀 패스 별 3배 획득 '스타 부스터(600원)' 신설.,"SNS 바이럴 공유율 4배 증가, 신규 유저 오가닉 유입 25% 상승 및 배틀 직후 소액 부스터 결제 전환율 5.7% 달성.",작업대기,"src/views/PlayGameView.tsx, src/components/BattleShortsGenerator.tsx, src/views/ShopView.tsx"
SCR-03-10,마이덱 & 카드 관리 (MyDeckView),개발,성능,덱 수정 시마다 서버 동기화 요청으로 200~400ms 지연 스피너 발생 및 네트워크 음영 구역에서 덱 열람/편성 불가.,"인벤토리 및 덱 메타데이터를 클라이언트 IndexedDB에 로컬 캐싱하고, 낙관적 업데이트와 백그라운드 동기화 큐를 구축하여 오프라인 편집 보장.","덱 저장 체감 반응 속도 0ms 달성, 서버 API 호출 횟수 80% 절감 및 네트워크 단절 시에도 덱 편집 100% 보장.",작업대기,"src/views/MyDeckView.tsx, src/lib/DeckIndexedDB.ts, src/lib/DeckSyncQueue.ts"
SCR-03-11,마이덱 & 카드 관리 (MyDeckView),디자인,사용성,모바일 100dvh 화면에서 1번 덱과 2번 덱의 상성/시너지 스펙을 비교하려면 탭을 번갈아 눌러야 해 직관적 비교 불가.,두 손가락 핀치 인 시 등록된 5개 덱을 한눈에 조망하는 '덱 버드뷰(Bird's-Eye View) 줌아웃 비교 모드' 및 덱 간 카드 원터치 드래그 스왑 인터랙션 구축.,"멀티 덱 비교 및 카드 교체 소요 시간 65% 단축, 모바일 덱 관리 조작 만족도 45% 향상.",작업대기,"src/views/MyDeckView.tsx, src/components/DeckBirdEyeView.tsx, src/components/DeckPinchController.tsx"
SCR-03-12,마이덱 & 카드 관리 (MyDeckView),기획,과금전환,카드 일러스트 외형을 커스텀할 수단이 없어 애정 카드에 대한 감성 과금 모델 부재 및 기본 덱 슬롯(5개) 제한으로 전략 실험 제약.,"테두리, 홀로그램 포일, 파티클을 직접 튜닝하는 '커스텀 홀로 스킨 제작소(스킨 재료팩 990원)' 연동 및 최대 10슬롯 '덱 마스터 프리미엄 패스(2,500원)' 판매 동선 구축.","커스텀 스킨을 통한 감성 과금 전환율 5.8% 달성, 코어 유저의 덱 확장 패스 구매율 32% 달성 및 덱 애착도 극대화.",작업대기,"src/views/MyDeckView.tsx, src/components/HoloSkinCustomizer.tsx, src/views/ShopView.tsx"
SCR-04-10,상점 & 가챠 (ShopView),개발,성능,결제 창 호출 및 복귀 시 웹뷰 리로드/재동기화로 2~3초간 화면 프리징 발생 및 토큰 검증 지연으로 유저 불안감 유발.,"결제 웹뷰 프로세스를 비동기 워커로 분리하고, 결제 승인 즉시 클라이언트에 선반영하는 낙관적 결제 핸들러 파이프라인 구축하여 복귀 시 0ms 렌더링 유지.","결제 완료 후 인벤토리 반영 체감 시간 85% 단축(3초 -> 0.4초), 결제 중단/이탈률 40% 감소 및 결제 직후 60fps 무지연 UI 유지.",작업대기,"src/views/ShopView.tsx, src/lib/PaymentBridge.ts, src/lib/OptimisticPurchaseHandler.ts"
SCR-04-11,상점 & 가챠 (ShopView),디자인,사용성,"소환 결과가 정적 그리드로 단순 노출되어 개봉 기대감과 손맛이 결여되고, 100dvh 화면에서 개별 카드 확인 피로도 가중.",미개봉 레어 카드를 손가락으로 문질러 확인하는 '모바일 햅틱 스크래치' 인터랙션 구축 및 기기 기울임에 반응하는 '자이로 3D 틸트' 반응형 뷰어 제공.,"가챠 개봉 인터랙션 몰입도 65% 향상, 결과 화면 체류 시간 40% 증가 및 촉각/시각 도파민 극대화.",작업대기,"src/views/ShopView.tsx, src/components/CardScratchReveal.tsx, src/components/GyroTiltCardViewer.tsx"
SCR-04-12,상점 & 가챠 (ShopView),기획,과금전환,"픽업 소환 시 특정 캐릭터 저격이 어렵고, 픽업 실패(비선호 카드 획득) 시 좌절감으로 후속 과금 시도 급격 위축.","소환 전 원하는 SSR 3장을 지정하는 '커스텀 위시리스트' 시스템 도입 및 중복 카드 분해 재화로 즉시 교환하는 '연성 촉매 패키지(1,500원)' 타임딜 연동.","픽업 가챠 유저 결제 전환율 5.9% 상승, 천장 전 이탈률 35% 방어 및 위시리스트 만족도 50% 향상.",작업대기,"src/views/ShopView.tsx, src/components/WishlistSelectorModal.tsx, src/components/StarFragmentExchangeSheet.tsx"
SCR-05-10,카드 마켓플레이스 (CardMarketplaceView),개발,성능,수만 건의 매물 다중 복합 조건 필터링/정렬 시 메인 스레드 연산 병목으로 200ms 이상 UI 블로킹 및 타이핑 렉 발생.,"매물 인덱싱 및 다중 필터/정렬 연산을 백그라운드 Web Worker로 분리하고, 비트셋 기반 경량 인메모리 검색 엔진을 구축하여 0ms 인풋 지연 렌더링 보장.","복합 검색/정렬 시 메인 스레드 락 제로화, 필터링 반응 시간 90% 단축(200ms -> 15ms) 및 60fps 무감속 스크롤 유지.",작업대기,"src/views/CardMarketplaceView.tsx, src/workers/MarketFilterWorker.ts, src/lib/MarketIndexEngine.ts"
SCR-05-11,카드 마켓플레이스 (CardMarketplaceView),디자인,사용성,"비슷한 가격대 매물 2~3개 비교 시 상세 화면 왕복으로 쇼핑이 번거롭고, 관심 카드를 빠르게 스크랩하는 원핸드 제스처 부재.",롱프레스 햅틱 원터치 마그네틱 찜(Wishlist) 인터랙션 탑재 및 찜한 카드 2장을 100dvh 상하로 분할 대조하는 '스플릿 비교 바텀시트(48px)' 구축.,"매물 비교 결정 소요 시간 60% 단축, 관심 매물 등록률 55% 증가 및 모바일 한 손 쇼핑 만족도 대폭 개선.",작업대기,"src/views/CardMarketplaceView.tsx, src/components/MarketSplitCompareSheet.tsx, src/components/QuickWishlistButton.tsx"
SCR-05-12,카드 마켓플레이스 (CardMarketplaceView),기획,과금전환,"24시간 모니터링 불가로 시세 대비 저렴한 급매물을 놓쳐 박탈감을 느끼며, 자동 거래 편의 기능 부재로 인한 과금 모델 한계.","목표가 이하 등록 시 오프라인 자동 즉시 체결해주는 7일 기간제 '스마트 스나이퍼 봇 패스(1,500원)' 및 실시간 최저가 급매물 즉시 푸시 '골든 레이더 티켓(500원)' 연동.","마켓 유저의 자동화 편의 상품 결제 전환율 6.4% 달성, 거래소 매물 회전율 45% 상승 및 시세 차익 거래 도파민 극대화.",작업대기,"src/views/CardMarketplaceView.tsx, src/components/SniperBotConfigModal.tsx, src/views/ShopView.tsx"
SCR-06-10,가상 주식 거래소 (StockMarketView),개발,성능,차트에 다중 보조지표(MACD/RSI/볼린저밴드) 동시 활성화 시 JS 부동소수점 반복 계산으로 80ms 이상 CPU 락 및 25fps 프레임 저하 발생.,보조지표 계산을 C++/Rust 컴파일 기반 WebAssembly(Wasm) 및 SIMD 가속 엔진으로 전환하고 SharedArrayBuffer로 오프스크린 캔버스에 직결하는 60fps 파이프라인 구축.,"5종 이상 보조지표 동시 활성화 시 연산 지연 90% 단축(80ms -> 6ms), 60fps 완전 유지 및 모바일 기기 발열 대폭 감소.",작업대기,"src/views/StockMarketView.tsx, src/wasm/TechnicalIndicators.wasm, src/lib/WasmIndicatorBridge.ts"
SCR-06-11,가상 주식 거래소 (StockMarketView),디자인,사용성,"차트 조회 중 다른 급등 종목 이동 시 목록 복귀 재탐색으로 타이밍을 놓치고, 매수/매도 탭 전환 시 인풋 초기화로 주문 속도 저하.",100dvh 상단에 실시간 급등락 TOP 3 종목 1-Tap 즉시 전환 '플로팅 핫 티커(40px)' 및 입력 수량을 보존한 채 매수↔매도를 0.1초 만에 전환하는 '1-Tap 리버스 스왑 토글' 구축.,"급등 종목 전환 소요 시간 70% 단축(3단계 -> 1탭), 신속 매매 대응성 극대화 및 모바일 한 손 단타 매매 만족도 40% 향상.",작업대기,"src/views/StockMarketView.tsx, src/components/HotStockTickerBar.tsx, src/components/OrderReverseSwapToggle.tsx"
SCR-06-12,가상 주식 거래소 (StockMarketView),기획,과금전환,"급격한 폭락장에서 패닉셀 자산 손실로 좌절하여 이탈하며, 시장 전체의 거시 변동성을 활용한 인게임 이벤트 및 과금 완충제 부재.",종목 20% 급변 시 5분간 거래 정지 및 특별 퀴즈/선착순 보너스를 주는 '가상 서킷브레이커 이벤트' 신설 및 손실액의 최대 70%를 보전하는 '긴급 리스크 헤지 보험 팩(800원)' 연동.,"폭락장 발생 시 유저 이탈률 45% 방어, 위기 상황에서의 헤지 패키지 결제 전환율 6.5% 신규 창출 및 증시 이벤트 몰입도 극대화.",작업대기,"src/views/StockMarketView.tsx, src/components/CircuitBreakerModal.tsx, src/views/ShopView.tsx"
SCR-07-10,승부 예측 시장 (PredictionMarketView),개발,성능,수천 명의 동시 집중 베팅 시 JSON 웹소켓 파싱 오버헤드로 100ms 이상 JS GC 스파이크 및 25fps 이하 프레임 저하 발생.,"배당률 및 베팅 풀 데이터를 바이너리 프로토콜(ArrayBuffer)로 압축 직렬화하고, Zero-Copy 디코딩 파이프라인을 구축하여 GC 프리징 없는 60fps 무지연 렌더링 보장.","웹소켓 대역폭 75% 절감, 모바일 JS GC 정체 현상 제로화 및 대규모 동시 베팅 시 60fps 완벽 방어.",작업대기,"src/views/PredictionMarketView.tsx, src/lib/BinaryOddsDecoder.ts, src/workers/PredictionStreamWorker.ts"
SCR-07-11,승부 예측 시장 (PredictionMarketView),디자인,사용성,예측과 함께 경기 중계를 보려면 길게 스크롤해야 해 100dvh 화면에서 베팅 패널이 밀려나 실시간 대응 불가.,100dvh 상단에 드래그 가능한 '플로팅 미니 경기 중계 PIP 창' 구축 및 하단에 베팅 팀을 향해 연타 이펙트를 날리는 '1-Tap 햅틱 라이브 치어링 바' 구축.,"경기 관람 및 실시간 베팅 동시 수행 만족도 65% 향상, 스크롤 이탈률 70% 감소 및 라이브 응원 참여율 85% 달성.",작업대기,"src/views/PredictionMarketView.tsx, src/components/FloatingMatchPip.tsx, src/components/LiveCheeringBar.tsx"
SCR-07-12,승부 예측 시장 (PredictionMarketView),기획,과금전환,"적중 배당금 수령 후 다음 경기를 찾지 못해 세션을 종료하며, 고배당 적중 유저의 명예 과시 및 재투자 순환 기전 부재.",적중 배당금을 다음 경기에 복리 베팅 시 보너스 배당률 +10%를 얹어주는 '스마트 롤오버 패스(990원)' 연동 및 로비에 1시간 응원 문구를 띄우는 '명예의 골든 스폰서 배너' 구축.,"적중 후 세션 지속 플레이율 50% 상승, 롤오버 패스 결제 전환율 6.3% 신규 창출 및 랭커 유저의 명예 과시 욕구 극대화.",작업대기,"src/views/PredictionMarketView.tsx, src/components/RolloverReinvestModal.tsx, src/views/ShopView.tsx"
SCR-08-10,소환 & 융합 연구소 (FusionLabView),개발,성능,다중 합성 시 스탯 롤링 연산의 메인 스레드 반복으로 50ms 이상 지연 및 고해상도 결과 카드 텍스처 로딩으로 20fps 끊김 발생.,"스탯 계승 및 확률 시뮬레이션을 C++ 기반 WASM 모듈로 전환하고, 결과 카드 텍스처를 아틀라스 인스턴싱 풀에서 재사용하여 GC 없는 60fps 무감속 렌더링 구축.","융합 결과 연산 시간 95% 단축(50ms -> 1.5ms), 메모리 할당 스파이크 80% 억제 및 결과 노출 시 60fps 완벽 유지.",작업대기,"src/views/FusionLabView.tsx, src/wasm/FusionProbabilityEngine.wasm, src/lib/CardTexturePool.ts"
SCR-08-11,소환 & 융합 연구소 (FusionLabView),디자인,사용성,"융합 후 재료 카드 대비 스탯 성장폭 대조가 어렵고, 결과 창에서 즉시 잠금(Lock)을 걸거나 덱에 편성하는 숏컷 부재.","하프 바텀시트 '재료 vs 결과 스탯 성장 레이더 차트' 제공 및 위로 스와이프 시 '즉시 덱 장착', 아래로 스와이프 시 '잠금' 처리되는 1-Tap 햅틱 제스처 구축.","융합 성과 인지 및 덱 편성 동선 70% 단축(3단계 화면 이동 -> 1제스처), 잠금 누락으로 인한 재료 오사용 사고 방지.",작업대기,"src/views/FusionLabView.tsx, src/components/FusionResultCompareSheet.tsx, src/components/QuickDeckEquipGesture.tsx"
SCR-08-12,소환 & 융합 연구소 (FusionLabView),기획,과금전환,"융합 결과가 정해진 일반 풀에서만 나와 반복 시 지루함이 발생하며, 고가치 히든 카드 획득을 자극하는 단계별 프로그레시브 과금 모델 부재.","1% 확률로 고유 스킬을 지닌 '샤이니 돌연변이 카드'가 탄생하는 연성 이벤트 신설 및 돌연변이 확률을 높여주는 '연금술 비전 촉매 3단계 패키지(500~2,500원)' 연동.","주간 융합 시도 횟수 2.5배 증가, 단계별 패키지 결제 전환율 6.8% 달성 및 히든 카드 획득 시 커뮤니티 바이럴 폭발.",작업대기,"src/views/FusionLabView.tsx, src/components/MutantFusionEventModal.tsx, src/views/ShopView.tsx"
SCR-09-10,길드 & 소셜 하우스 (GuildHouseView),개발,성능,길드 레이드 음성 채팅 시 오디오 버퍼 지연(150~300ms)과 백그라운드 탭 전환 시 연결 끊김 및 CPU 스파이크(20% 이상) 발생.,"WebRTC 저지연 P2P 오디오 채널 및 Web Audio 기반 3D 공간 음향 파이프라인 구축, 거리 기반 감쇄와 Opus 패킷 압축으로 50인 동시 접속 시 CPU 5% 미만 유지.","음성 지연 80% 단축(250ms -> 45ms), 배터리 소모 30% 절감 및 실시간 보이스 레이드 시 60fps 무지연 안정성 확보.",작업대기,"src/views/GuildHouseView.tsx, src/lib/GuildWebRTCEngine.ts, src/lib/SpatialVoiceManager.ts"
SCR-09-11,길드 & 소셜 하우스 (GuildHouseView),디자인,사용성,길드원 지원(용병) 카드 빌리기 시 복잡한 게시판 목록 탐색으로 100dvh에서 터치 동선이 길고 대여/반납 맥락 단절 발생.,100dvh 하단에 길드원 지원 카드를 좌우 스와이프로 넘겨보는 '마그네틱 렌탈 캐러셀 독(48px)' 및 탭 즉시 대여/반납 완료되는 1-Tap 바텀시트 UX 구축.,"용병 카드 탐색 및 대여 소요 시간 65% 단축(1분 -> 20초), 길드원 간 카드 지원 참여율 55% 증가.",작업대기,"src/views/GuildHouseView.tsx, src/components/GuildRentalCarousel.tsx, src/components/RentalQuickActionSheet.tsx"
SCR-09-12,길드 & 소셜 하우스 (GuildHouseView),기획,과금전환,길드 성장이 단순 출석/기부에 머물러 길드원 전체가 함께 목표를 달성하는 성취감과 대규모 공동 투자 도파민 기전 부재.,"길드 로비에 영구 버프를 부여하는 랜드마크를 공동 완공하는 '길드 랜드마크 펀딩 시스템' 도입 및 기여도 1~3위 황금 동상 건립권 포함 '랜드마크 후원 펀딩팩(1,900원)' 연동.","길드 유저 주간 평균 플레이 타임 35% 증가, 펀딩 기간 결제 전환율 7.1% 달성 및 길드 소속감 극대화.",작업대기,"src/views/GuildHouseView.tsx, src/components/GuildLandmarkFundingModal.tsx, src/views/ShopView.tsx"
SCR-10-10,랭킹 & 명예의 전당 (LeaderboardView),개발,성능,결산 직전 실시간 점수 변동 급증 시 전체 랭킹 재파싱 및 트리 재생성으로 70ms 이상 렌더링 지연 및 스크롤 버벅임 발생.,변동 항목만 전송하는 바이너리 델타 디프(Delta Diff) 수신 엔진 및 인메모리 AVL 트리 구조를 적용하여 뷰포트 내 가시 영역만 부분 패치하는 60fps 파이프라인 구축.,"결산 피크 데이터 전송량 85% 절감, DOM 리렌더링 오버헤드 90% 단축 및 60fps 무지연 고속 스크롤 유지.",작업대기,"src/views/LeaderboardView.tsx, src/lib/RankingDeltaDiff.ts, src/lib/RankingAvlTree.ts"
SCR-10-11,랭킹 & 명예의 전당 (LeaderboardView),디자인,사용성,"전 서버 전체 랭킹 위주 노출로 친구/길드원 범위 내 상대적 위치 파악이 어렵고, 최근 내 순위 변동 추세를 직관적으로 확인 불가.",100dvh 상단에 '전체/친구/길드/동네' 원터치 마그네틱 필터 칩(44px) 배치 및 프로필 옆에 최근 7일간 순위 궤적을 보여주는 '실시간 스파크라인' UI 구축.,"소셜 경쟁 확인 소요 시간 60% 단축, 랭킹 화면 재방문율 40% 증가 및 직관적 순위 상승 도파민 체감.",작업대기,"src/views/LeaderboardView.tsx, src/components/RankingFilterChipBar.tsx, src/components/RankSparklineChart.tsx"
SCR-10-12,랭킹 & 명예의 전당 (LeaderboardView),기획,과금전환,"시즌 종료 후 기본 보상만 지급되어 최상위권 지속 경쟁 유인이 약화되고, 일반 유저가 명예의 전당 랭커를 지지/후원하는 인터랙션 부재.",TOP 10 랭커에게 전 서버 영구 전시 골든 칭호/오라 부여 및 일반 유저가 차기 챔피언을 후원하는 '명예 챔피언 펀드(응원 티켓 500원)' 지지 배당 과금 모델 구축.,"최상위 랭커 과금 유지율 45% 상승, 일반 유저 랭커 후원 결제 전환율 6.2% 신규 창출 및 챔피언십 팬덤 형성.",작업대기,"src/views/LeaderboardView.tsx, src/components/HallOfFameAuctionModal.tsx, src/views/ShopView.tsx"
SCR-11-10,퀘스트 & 업적 센터 (QuestAchievementView),개발,성능,인게임 행동 시마다 수십 개 퀘스트 조건을 메인 루프에서 O(N) 전체 순회 평가하여 40ms 이상 프레임 드랍 및 이벤트 병목 발생.,퀘스트 트리거를 이벤트 역방향 인덱스(Reverse Index) 맵으로 구조화하고 XState 상태 머신 및 IndexedDB 캐시를 구축하여 타겟 퀘스트만 O(1)로 증분 갱신하는 60fps 파이프라인 구현.,"진행도 계산 CPU 부하 90% 절감, 인게임 플레이 중 프레임 드랍 제로화 및 오프라인 상태에서도 퀘스트 카운팅 100% 보장.",작업대기,"src/views/QuestAchievementView.tsx, src/lib/QuestStateMachine.ts, src/lib/QuestReverseIndex.ts"
SCR-11-11,퀘스트 & 업적 센터 (QuestAchievementView),디자인,사용성,완료된 퀘스트가 중간중간 흩어져 있어 100dvh 화면을 길게 스크롤하며 찾아야 하고 수령 후 목록 시각적 리듬 단절 발생.,화면을 아래로 당기는 Pull-down 제스처 시 완료 보상이 중앙으로 모여 한 번에 흡입되는 '마그네틱 풀(Magnetic Pull)' 수령 인터랙션 및 완료 항목 자동 접힘 아코디언 UX 구축.,"분산된 보상 수령 시간 80% 단축(40초 -> 5초), 스크롤 피로도 해소 및 촉각 햅틱 흡입 쾌감 극대화.",작업대기,"src/views/QuestAchievementView.tsx, src/components/MagneticPullReward.tsx, src/components/AutoCollapsingAccordion.tsx"
