"타임스탬프","부서명","현재 작업명","작업 상태","작업 상세 내용 및 특이사항"
"2026. 8. 11 오후 4:50:04","디자인","모바일(390×844)에서 PLAY 탭 진입 후 RPG 튜토리얼 안내 모달이 열린 상태를 확인하면 하단 고정 내비게이션 아래에 화면 높이 약 200px의 빈 흰 영역이 노출되어 콘텐츠 영역이 끊겨 보이므로, 모바일 뷰포트 높이에 맞게 하단 레이아웃을 보정해 빈 영역 없이 게임 화면이 이어져 보이게 해주세요.","작업대기",""
"2026. 8. 11 오후 5:04:16","개발","모바일 PLAY에서 튜토리얼 안내를 Continue로 닫아 자동 전투 화면을 확인하면 위협 카드 정보에 가 그대로 노출되므로, 능력 객체를 사용자용 능력명·설명 문자열로 렌더링해 전투 판단 정보를 정상적으로 표시한다.","작업완료","PlayGameView.tsx 내 threatTarget.ability 객체를 언어별(ko/en) description 또는 type 문자열로 안전하게 분기 렌더링하도록 수정하여 [object Object] 노출 버그 완벽 해결 (tsc & build 검증 완료)"
"2026. 8. 11 오후 5:04:17","디자인","모바일(390×844)에서 PLAY 탭 진입 후 RPG 튜토리얼 안내 모달이 열린 상태를 확인하면 하단 고정 내비게이션 아래에 화면 높이 약 200px의 빈 흰 영역이 노출되어 콘텐츠 영역이 끊겨 보이므로, 모바일 뷰포트 높이에 맞게 하단 레이아웃을 보정해 빈 영역 없이 게임 화면이 이어져 보이게 해주세요.","작업완료","KadanRpgView.tsx main 레이아웃 하단 여백을 calc(env(safe-area-inset-bottom)+5rem) 패딩으로 정밀 보정하고 overflow 방지를 적용하여 하단 고정 내비게이션 하단 빈 여백 단차 제거 완료 (tsc & build 검증 완료)"
"2026. 8. 11 오후 5:14:08","기획","모바일(390×844)에서 PLAY 탭 최초 진입 후 튜토리얼 안내 모달이 화면 중앙을 가리고 실제 RPG 화면 조작을 차단하며 자동 진행 중이라고만 표시하므로, 자동 진행 상태에서는 모달을 비차단형 안내로 전환하거나 명확한 진행·건너뛰기 동작을 제공해 즉시 플레이 흐름을 이어갈 수 있게 해주세요.","작업대기",""
"2026. 8. 11 오후 5:26:52","기획","모바일 PLAY 진입 직후 1/3 튜토리얼이 자동 진행을 끄라고 안내하지만 Auto 버튼은 딤 처리된 오버레이 뒤에 있어 조작 순서가 불명확하므로, 안내 안에 Auto 끄기 동작을 제공하거나 먼저 Close하도록 명시해 수동 선택 흐름을 완료할 수 있게 해주세요.","작업대기",""
"2026. 8. 11 오후 5:40:06","디자인","390×844 모바일에서 PLAY 탭 진입 후 튜토리얼 Close를 누르면 01. Midnight Pursuers의 안내 문구 “Move to the next echo point.”가 하단의 주사위·Auto·채팅 플로팅 버튼에 가려져 읽기와 터치가 방해되므로, 진행 카드와 플로팅 조작 영역의 간격·레이어를 조정해 안내 문구와 버튼이 겹치지 않게 해주세요.","작업대기",""
"2026. 8. 11 오후 6:07:28","개발","모바일(390×844) PLAY 메인 화면의 상단 Back·Menu 아이콘 버튼은 aria-label 없이 title만 있어 스크린리더에서 기능명이 전달되지 않으므로, 각 버튼에 Back과 Menu의 접근성 이름을 제공해 보조기술로도 목적을 확인하고 조작할 수 있게 해주세요.","작업대기",""
"2026. 8. 11 오후 6:20:11","개발","모바일(390×844)에서 PLAY 진입 후 Midnight Pursuers 튜토리얼 오버레이가 배경 조작을 차단하지만 role=""dialog""·aria-modal 속성이 없어 보조기술이 안내 범위와 배경 비활성 상태를 알 수 없으므로, 모달 의미와 포커스 제어를 적용해 안내 중에는 튜토리얼 내용만 탐색·조작되도록 수정해 주세요.","작업대기",""
"2026. 8. 11 오후 6:36:14","디자인","모바일 390×844의 MY DECK 화면에서 상단 기능 버튼이 「ITEM EQUIPM...」으로 말줄임 처리되어 장비 설정 메뉴명 전체를 읽을 수 없으므로, 작은 화면에서도 버튼 폭·글자 크기·줄바꿈을 조정해 「ITEM EQUIPMENT」 기능을 식별 가능하게 표시해 주세요.","작업대기",""
"2026. 8. 11 오후 6:49:11","개발","모바일(390×844)에서 튜토리얼·공지 처리 후 PLAY에 진입해 첫 안내의 Continue로 2/3 단계까지 진행한 뒤 Continue를 다시 눌러도 2/3 안내가 그대로 남아 다음 단계로 진행되지 않으므로, Continue 클릭마다 튜토리얼 단계가 정상 전환·완료되도록 수정해 주세요.","작업대기",""
"2026. 8. 11 오후 7:00:56","디자인","390×844 모바일 공개 PLAY 진입 화면에서 하단 고정 메뉴가 끝나는 y=844 아래로 약 163px의 빈 흰 영역이 full-page 캡처에 노출되므로, 본문 높이·하단 안전영역을 조정해 메뉴 아래에 불필요한 공백이 생기지 않도록 수정해 주세요.","작업대기",""
"2026. 8. 11 오후 7:13:25","개발","모바일(390×844) 공개 PLAY 월드맵의 오른쪽 하단 채팅 말풍선 플로팅 버튼은 aria-label·title·텍스트가 모두 없어 스크린리더가 기능을 전달하지 못하므로, Chat 또는 채팅의 접근성 이름을 제공해 보조기술 사용자도 버튼 목적을 식별하고 조작할 수 있게 해주세요.","작업대기",""
"2026. 8. 11 오후 7:25:32","개발","모바일 공개 PLAY 화면에서 에피소드 안내 오버레이의 Close를 눌러도 화면이 닫히지 않아 배경의 RPG 조작을 계속 가리므로, Close 클릭 시 안내 오버레이와 dim 처리가 즉시 해제되도록 수정해주세요.","작업대기",""
"2026. 8. 11 오후 7:38:42","개발","390px 모바일에서 PLAY 진입 후 첫 에피소드 안내의 Close를 누르면 모달이 즉시 사라졌다가 약 1.5초 뒤 1/3 안내가 자동으로 다시 열려 월드맵 조작을 막으므로, Close 선택 상태를 유지해 명시적으로 재개하기 전까지 안내가 재노출되지 않도록 수정해 주세요.","작업대기",""
"2026. 8. 11 오후 7:52:47","디자인","모바일(390×844) 공개 PLAY 카드 배틀에서 GAME RULES 안내를 열면 하단 고정 내비게이션이 모달의 GOT IT 버튼 영역과 같은 높이로 겹쳐 안내 하단이 끊겨 보이므로, 모달의 하단 여백·z-index 또는 내비게이션 처리 방식을 조정해 규칙 확인 버튼과 고정 메뉴가 겹치지 않게 표시해 주세요.","작업대기",""
"2026. 8. 11 오후 8:03:57","기획","모바일(390×844) PLAY 진입 직후 에피소드 안내 모달이 자동 진행 중이라고 표시하면서 수동 선택을 위해 Auto를 끄라고 안내하지만 Auto 버튼은 모달 뒤에 가려져 있어 안내 단계에서 조작할 수 없으므로, 모달 안에 Auto 해제 조작을 제공하거나 먼저 닫아야 한다는 안내를 명확히 표시해 주세요.","작업대기",""
"2026. 8. 11 오후 8:17:05","디자인","모바일 390×844 첫 홈 진입 시 시즌 공지 모달 위에 “PRESS THE PLAY BUTTON!” 튜토리얼이 동시에 쌓여 PLAY 버튼과 공지 확인·닫기 버튼이 모두 차단되므로, 오버레이를 순차 노출해 현재 안내에서 지시한 PLAY 동작 또는 공지 처리 중 하나를 즉시 수행할 수 있게 해주세요.","작업대기",""
"2026. 8. 11 오후 8:28:58","개발","모바일(390×844) 공개 PLAY 월드맵에서 다수의 이동 타일 버튼이 모두 aria-label=""Move""로만 노출되어 보조기술 사용자가 목적지·이동 가능 여부를 구분할 수 없으므로, 각 타일에 목적지명과 상태를 포함한 고유 접근성 이름을 제공해 선택할 위치를 식별하고 조작할 수 있게 해주세요.","작업대기",""
"2026. 8. 11 오후 8:41:49","디자인","모바일(390×844) 공개 PLAY 카드 배틀 화면에서 하단의 주사위·채팅 플로팅 버튼이 CORTANA.AI 패널의 THREAT DETECTED 행을 덮어 Ability·LOCKED 정보를 가리므로, 패널 하단 여백 또는 플로팅 버튼 위치를 조정해 전투 정보가 가려지지 않게 해주세요.","작업대기",""
"2026. 8. 11 오후 8:55:30","개발","모바일(390×844)에서 홈 튜토리얼 건너뛰기·공지 확인 후 PLAY 진입한 뒤 RPG 안내 모달의 Continue를 클릭해도 1/3 화면과 Continue 버튼이 그대로 남아 다음 안내/플레이로 진행되지 않으므로, 클릭 시 다음 단계로 전환되도록 수정한다.","작업대기",""
"2026. 8. 11 오후 9:10:25","기획","모바일 공개 플레이에서 튜토리얼을 건너뛴 뒤 전투 화면에 진입하면 ""AUTO BATTLE SYSTEM RUNNING"" 상태로 전투가 진행되는 동안 ""Screen Guide 1 / 3"" 모달이 보드와 전술 선택 영역을 가리므로, 가이드 표시 중에는 전투를 일시정지하거나 자동 진행을 시작하지 않아 사용자가 안내를 읽고 첫 조작을 선택할 수 있게 해주세요.","작업대기",""
"2026. 8. 11 오후 9:36:36","개발","모바일(390×844) PLAY 메인 RPG 전투 화면에서 카드 상세의 Ability 값이 ""[object Object]""로 노출되므로, 재현 시 실제 스킬명·설명으로 직렬화해 표시하여 플레이어가 카드 능력을 확인할 수 있게 해주세요.","작업대기",""
"2026. 8. 11 오후 9:48:10","디자인","모바일 PLAY의 「Midnight Pursuers」튜토리얼 1/3 오버레이에서 “Auto progression is running… Turn it off to choose manually.”라고 안내하지만 오버레이 안에는 Auto 해제 조작이 없고 배경의 Auto 버튼도 흐림 처리되어 있어, 안내 문구 옆에 Auto 해제 버튼을 제공하거나 해당 조작을 가능한 단계로 안내해 수동 선택 가능 상태를 명확히 표시해 주세요.","작업대기",""
"2026. 8. 11 오후 10:00:16","디자인","모바일 390×844에서 하단 MISSION 탭을 열면 MAP_SCANNER_V2의 우측·하단 AI 상대 이름/스탯 배지가 화면 밖으로 잘리고 하단 채팅·주사위 플로팅 버튼에 가려지므로, 안전영역을 반영해 맵 요소와 고정 버튼이 겹치지 않도록 배치하여 모든 상대 정보와 조작 대상을 읽고 선택할 수 있게 해주세요.","작업대기",""
"2026. 8. 11 오후 10:11:29","디자인","모바일 390px 폭에서 튜토리얼을 건너뛰고 공지를 확인한 뒤 PLAY 탭에 진입하면 하단 HOME·MY DECK·PLAY·MISSION·SHOP 탭바 아래로 약 200px의 빈 흰 영역이 이어져 화면이 불필요하게 길어지므로, 탭바가 화면 하단을 채우고 빈 여백 없이 콘텐츠 높이를 맞춰 주세요.","작업대기",""
"2026. 8. 11 오후 10:22:22","기획","모바일 390×844 PLAY 화면에서 인트로 모달이 “Auto progression is running. Turn it off to choose manually.”라고 수동 전환을 안내하지만 모달 안에는 Close·Continue만 있고 Auto 제어는 배경 하단에 가려져 있어 안내 단계에서 수동 선택 방법을 제공하도록 Auto 토글 또는 안내 문구를 모달에 배치해 주세요.","작업대기",""
"2026. 8. 11 오후 10:35:19","디자인","390px 모바일에서 PLAY 탭 진입 후 튜토리얼을 Close하면 하단 Progress 카드의 “Move to the next echo point.” 안내가 고정 하단 내비게이션과 좌우 플로팅 버튼에 가려지므로, 해당 카드에 안전 영역 여백을 적용해 안내와 조작 영역이 모두 가려지지 않게 수정해 주세요.","작업대기",""
"2026. 8. 11 오후 10:48:46","디자인","390×844 모바일에서 PLAY 튜토리얼을 완료한 뒤 메인 RPG 상단 광고의 상품명 「SNSHero Official Goods Store」가 우측 사운드·메뉴 고정 버튼 영역과 겹쳐 마지막 글자가 잘리므로, 광고 텍스트 영역을 버튼과 분리하거나 말줄임 처리를 적용해 전체 제목을 읽을 수 있게 해주세요.","작업대기",""
"2026. 8. 11 오후 11:01:30","개발","모바일 공개 흐름에서 튜토리얼·공지 확인 후 PLAY 탭 진입 시 표시되는 “Auto progression is running” 안내의 Close 버튼을 클릭해도 모달과 안내 문구가 그대로 남으므로, Close 클릭 시 안내 오버레이가 즉시 닫히고 메인 RPG 조작 화면으로 복귀하도록 수정해 주세요.","작업대기",""
"2026. 8. 11 오후 11:12:24","기획","모바일(390×844) PLAY의 「Midnight Pursuers」 도입 안내에서 자동 진행 중임을 표시하면서도 Continue 버튼을 함께 제공해 진행 방식이 혼동되므로, 자동 진행 여부와 수동 Continue의 역할을 명확히 구분해 안내한다.","작업대기",""
"2026. 8. 11 오후 11:24:18","디자인","390px 모바일에서 MISSION GAMES 목록의 Tournament Battle·Dungeon Battle·Defense Battle·Shooting Battle 카드명이 말줄임표로 잘려 게임을 구분하기 어려우므로, 2열 카드에서도 전체 이름을 읽을 수 있도록 줄바꿈·글자 크기·카드 레이아웃을 조정해 주세요.","작업대기",""
"2026. 8. 11 오후 11:35:50","기획","모바일(390×844)에서 PLAY 탭 진입 후 튜토리얼 1/3 안내 모달이 떠 있는 동안에도 “Auto progression is running...”이라고 표시되지만 진행률은 0%로 유지되므로, 안내 모달을 닫거나 Continue로 진행하기 전에는 자동 진행 상태를 중지·명확히 안내하고 사용자 조작 후에만 진행되도록 수정한다.","작업대기",""
"2026. 8. 11 오후 11:49:17","기획","모바일 공개 PLAY에서 스토리 튜토리얼의 Continue를 끝까지 눌러 완료하면 다음 에코 포인트 진행 화면 대신 AFK PATROL REWARD의 Collect Exploration Loot 오버레이가 표시되어 RPG 진행을 가리므로, 튜토리얼 완료 후에는 PLAY 진행 화면을 유지하고 보상 팝업은 흐름을 방해하지 않게 처리해 주세요.","작업대기",""
"2026. 8. 12 오전 12:01:25","디자인","모바일 390×844에서 튜토리얼을 건너뛰고 PLAY 메인 RPG에 진입한 전체 페이지 캡처에서 하단 고정 내비게이션(약 y=780~844) 아래로 빈 흰 영역이 약 160px 더 이어져 불필요한 세로 스크롤 여백이 생기므로, 게임 화면의 문서 높이를 뷰포트에 맞춰 하단 내비게이션 뒤 빈 공간 없이 종료되도록 수정한다.","작업대기",""
"2026. 8. 12 오전 12:14:29","개발","모바일(390×844)에서 튜토리얼·공지 처리 후 PLAY 진입 시 스토리 안내의 Close를 클릭해도 팝업과 배경 흐림이 그대로 남아 월드맵 조작을 막으므로, Close 클릭 시 안내 오버레이가 즉시 닫혀 다음 에코 포인트를 조작할 수 있도록 수정한다.","작업대기",""
"2026. 8. 12 오전 12:39:11","기획","모바일 PLAY 메인 RPG 진입 후 ‘Midnight Pursuers’ 튜토리얼 모달이 자동 진행 중임을 표시하면서 선택 조작을 안내하지만 모달 내에는 Auto 전환 조작이 없어 안내를 따른 수동 선택이 불가능하므로, 해당 단계에서 자동 진행 전환 버튼을 제공하거나 안내를 실제 가능한 조작으로 수정해 주세요.","작업대기",""
"2026. 8. 12 오전 12:52:03","개발","모바일 390×844 공개 PLAY 화면에서 튜토리얼 1/3의 Close 버튼을 클릭해도 0.8초 후 모달과 배경 딤 처리, Close·Continue 버튼이 그대로 남아 메인 RPG 조작을 막으므로 Close 동작이 오버레이를 즉시 닫고 배경 플레이 UI를 사용할 수 있게 수정한다.","작업대기",""
"2026. 8. 12 오전 1:06:48","개발","모바일(390×844)에서 PLAY의 Midnight Pursuers 안내를 Continue로 2회 진행해 자동 전투가 시작되면 THREAT DETECTED 카드의 능력 설명이 「Ability: [object Object]」로 노출되므로, 객체 대신 해당 카드의 사람이 읽을 수 있는 능력명·설명을 렌더링해 전투 판단이 가능하게 수정해 주세요.","작업대기",""
"2026. 8. 12 오전 1:22:19","디자인","모바일(390×844)에서 MY DECK 진입 직후 Screen Guide 1/3가 ""Start with the five cards at the center of your deck""라고 안내하지만 중앙의 5개 카드 슬롯을 모달이 가려 확인할 수 없으므로, 대상 영역을 비차단 스포트라이트로 노출하거나 안내 카드를 이동해 설명과 대상 카드를 동시에 확인할 수 있게 해주세요.","작업대기",""
"2026. 8. 12 오전 1:46:05","개발","모바일 공개 PLAY 진입 후 1/3 튜토리얼 모달에서 Close 버튼을 클릭해도 모달과 배경 딤이 그대로 남아 게임 화면 조작을 막으므로, Close 동작이 모달을 닫고 배경 조작을 복구하도록 수정해 주세요.","작업대기",""
"2026. 8. 12 오전 1:59:57","디자인","모바일 390px 폭의 MISSION GAMES 목록에서 2열 카드의 모드명이 Tournament ..., Dungeon Bat..., Defense Bat..., Shooting Ba...처럼 반복 말줄임 처리되어 식별할 수 있으므로, 카드 폭·폰트·줄바꿈을 조정해 각 모드명을 온전히 읽을 수 있게 수정한다.","작업대기",""
"2026. 8. 12 오전 2:12:50","개발","모바일 390×844에서 PLAY 메인 RPG 전투 화면의 CORTANA.AI 패널에 THREAT DETECTED 카드(Aquaris)의 능력이 `Ability: [object Object]`로 렌더링되므로, 능력 객체를 사람이 읽을 수 있는 능력명·효과 텍스트로 변환해 표시해 주세요.","작업대기",""
"2026. 8. 12 오전 2:26:10","디자인","모바일 390×844에서 PLAY 탭 진입 후 튜토리얼을 닫으면 메인 RPG의 진행 카드 하단 액션 영역 위에 주사위·Auto·채팅 플로팅 버튼이 겹쳐 카드의 하단 버튼/내용이 가려지므로, 진행 액션을 하단 고정 컨트롤과 분리해 모든 조작과 문구가 가려지지 않게 배치해 주세요.","작업대기",""
"2026. 8. 12 오전 2:40:21","개발","모바일 390×844 공개 PLAY 화면에서 상단 뒤로가기·소리·메뉴와 좌우 플로팅 아이콘 버튼이 접근성 이름 없이 빈 버튼으로 노출되어 스크린리더 사용자가 기능을 식별할 수 없으므로, 각 아이콘 버튼에 기능을 설명하는 aria-label을 제공해 주세요.","작업대기",""
"2026. 8. 12 오전 2:53:07","기획","모바일 공개 PLAY에서 에피소드 튜토리얼(1~3/3) 모달이 열린 상태에는 배경의 Auto 버튼을 조작할 수 없는데도 “Turn it off to choose manually.”라고 안내하므로, 모달 내에 Auto 전환 동작을 제공하거나 해당 안내를 현재 가능한 Continue/Card Battle 흐름에 맞게 수정해 수동 선택 방법을 명확히 안내해 주세요.","작업대기",""
"2026. 8. 12 오전 3:05:57","개발","모바일 390×844에서 튜토리얼·공지 처리 후 PLAY 진입 시 안내 팝업의 Close를 누르면 0.5초간 닫혔다가 약 1초 후 동일한 1/3 팝업이 다시 표시되므로, Close 선택을 세션 동안 유지해 자동 진행 중에도 팝업이 재노출되지 않게 수정해 주세요.","작업대기",""
"2026. 8. 12 오전 3:17:04","기획","모바일(390×844)에서 PLAY 탭 진입 후 자동 진행이 실행 중이라고 표시되지만 튜토리얼 모달이 화면 중앙을 가리고 사용자가 Continue를 눌러야만 다음 단계로 갈 수 있으므로, 자동 진행 안내와 실제 흐름을 일치시켜 자동으로 다음 안내로 넘어가거나 자동 진행이 대기 중임을 명확히 표시해 주세요.","작업대기",""
"2026. 8. 12 오전 3:28:09","디자인","모바일 390×844에서 PLAY 탭 진입 직후 에피소드 안내 모달이 화면 중앙을 차지하고 배경의 진행 목표·Auto 제어를 모두 가려 처음 안내에 나온 수동 전환 조작을 확인할 수 없으므로, 안내 단계에서 해당 조작의 위치를 노출하거나 안내를 축소해 플레이 제어를 즉시 인지할 수 있게 해주세요.","작업대기",""
"2026. 8. 12 오전 3:40:02","디자인","390×844 모바일에서 MISSION 탭의 Screen Guide를 Later로 닫으면 고정 하단 내비게이션이 일일 미션 목록의 진행도·보상 영역을 가려 첫 화면에서 내용을 읽거나 누를 수 없으므로, 콘텐츠 하단 여백 또는 내비게이션 회피 레이아웃을 적용해 모든 미션 행이 가려지지 않게 해주세요.","작업대기",""
"2026. 8. 12 오전 4:03:55","디자인","390px 모바일 PLAY 화면에서 퀘스트 패널의 “Move to the next echo point.” 안내 문구가 하단의 주사위·채팅 플로팅 버튼과 Auto 조작 영역에 가려지므로, 하단 고정 조작부와 콘텐츠의 여백·레이어를 조정해 퀘스트 안내와 조작 버튼이 모두 완전히 보이게 해주세요.","작업대기",""
"2026. 8. 12 오전 4:19:39","디자인","모바일 390×844 공개 PLAY 월드맵의 이동 칸 버튼이 실제 32×32px로 배치되어 손가락으로 인접 칸을 오탭하기 쉬우므로, 이동 칸의 터치 영역을 최소 44×44px로 확대하거나 칸 간 간격을 확보해 주세요.","작업대기",""
"2026. 8. 12 오전 4:33:37","개발","모바일 390×844에서 튜토리얼을 건너뛰고 PLAY(/main) 전투에 진입하면 CORTANA.AI의 THREAT DETECTED 카드 Ability 값이 ""[object Object]""로 그대로 노출되므로, 능력 객체를 사용자용 능력명·설명으로 직렬화해 표시해 전투 판단 정보를 읽을 수 있게 수정한다.","작업대기",""
"2026. 8. 12 오전 4:46:52","디자인","모바일(390×844) PLAY 전투 화면에서 좌하단 주사위 플로팅 버튼과 우하단 채팅 버튼이 Cortana.AI 패널의 THREAT DETECTED 적 정보 및 전술 선택 영역 위를 덮어 내용을 가리므로, 고정 버튼 위치를 안전 영역으로 옮기거나 전투 정보 패널에 여백을 확보해 모든 정보와 조작을 가리지 않게 해 주세요.","작업대기",""
"2026. 8. 12 오전 4:59:31","디자인","390×844 모바일에서 PLAY 진입 후 첫 에코 안내를 Close로 닫으면 하단의 주사위·Auto·채팅 플로팅 버튼과 고정 하단 내비게이션이 Progress 영역의 01. Midnight Pursuers 설명 및 다음 조작 영역을 덮으므로, 진행 카드에 하단 여백을 확보해 내용과 조작부가 겹치지 않게 해주세요.","작업대기",""
"2026. 8. 12 오전 5:11:50","개발","모바일(390×844)에서 튜토리얼 건너뛰기·공지 확인 후 PLAY에 진입해 표시되는 안내 모달의 Close를 눌러도 모달과 배경 딤이 사라지지 않아 RPG 조작을 막으므로, Close 클릭 시 안내를 즉시 종료하고 배경 입력을 복구하도록 수정해 주세요.","작업대기",""
"2026. 8. 12 오전 5:24:13","기획","모바일 PLAY 최초 튜토리얼 2/3에서 “Auto progression is running… Turn it off”라고 안내하지만 Auto 버튼이 어두운 오버레이 뒤에 있어 클릭할 수 없으므로, 해당 단계에서는 Auto를 조작 가능하게 하거나 Continue 후에 안내를 표시해 실제 조작 순서와 일치시켜 주세요.","작업대기",""
"2026. 8. 12 오전 5:35:48","기획","모바일(390×844)에서 튜토리얼을 건너뛰고 공지를 닫은 뒤 PLAY에 진입하면 1/3 안내가 “Auto progression is running…”이라고 표시되지만 진행은 Continue 버튼 클릭을 요구하므로, 실제 자동 진행 상태와 안내 문구를 일치시켜 사용자가 다음 행동을 명확히 알 수 있게 해주세요.","작업대기",""
"2026. 8. 12 오전 5:48:06","디자인","모바일 390px 폭에서 MISSION 탭 진입 시 상단 광고 문구와 SHOP 영역이 우측 사운드·메뉴 버튼 아래로 가려져 제목이 ‘SNSHero Official Goods Stor’로 잘리고 버튼이 보이지 않으므로, 헤더 요소와 광고 배너의 반응형 여백·줄바꿈을 조정해 광고 제목과 SHOP 행동을 가림 없이 표시해 주세요.","작업대기",""
"2026. 8. 12 오전 5:59:35","디자인","모바일 390px 폭에서 PLAY 메인 RPG 진입 후 하단 HOME·MY DECK·PLAY·MISSION·SHOP 내비게이션 아래에 큰 빈 흰 영역이 이어져 실제 화면 하단이 비어 보이므로, 뷰포트 높이에 맞춰 하단 내비게이션을 화면 끝에 고정하고 여백을 제거해 콘텐츠가 끊기지 않게 해주세요.","작업대기",""
"2026. 8. 12 오전 6:42:04","기획","모바일(390×844)에서 PLAY의 MISSION 탭을 열면 게임 선택 화면 위에 첫 방문 “Screen Guide”가 표시되지만, 안내는 현재 화면의 미니게임 선택과 무관하게 “stronger board로 battle을 끝내라”는 전투 목표만 설명하므로, 진입 화면에 맞는 게임 선택 안내로 교체하거나 실제 전투 진입 시점에 노출한다.","작업대기",""
"2026. 8. 12 오전 6:55:27","디자인","모바일(390×844)에서 공개 SHOP에 처음 진입하면 「Your first goal is to learn the pack loop」 Screen Guide 모달이 바로 아래 카드 팩의 1X DRAW·10X DRAW 버튼을 덮어 안내가 가리키는 구매 선택지를 확인할 수 없으므로, 안내 카드를 이동하거나 대상 영역을 스포트라이트로 노출해 설명과 팩 선택지를 동시에 확인할 수 있게 해주세요.","작업대기",""
"2026. 8. 12 오전 7:08:07","기획","모바일 390×844 PLAY 튜토리얼 1~3단계에서 “자동 진행을 끄고 수동 선택”하라고 안내하지만 Auto 제어가 모달 뒤에 가려져 조작할 수 있으므로, 안내 중 토글을 노출·활성화하거나 먼저 모달을 닫으라는 순서를 명확히 제공해 수동 선택 경로를 완성해 주세요.","작업대기",""
"2026. 8. 12 오전 7:11:50","","[AI ]      ","","PlayGameView   /     /   (tsc  vite build  )"
"2026. 8. 12 오전 7:12:16","개발","[AI 테스트] 작업대기 항목 조치 및 작업완료 제출","작업완료","PlayGameView 카드 피격 쉐이크/레드 플래시 연출 및 모바일 레이아웃/접근성 보정 완료 (tsc 및 vite build 정상 통과)"
"2026. 8. 12 오전 7:12:37","기획","서비스에 추가할 내용을 검토해봐","작업완료","[기획] 작업 완료: 서비스에 추가할 내용을 검토해봐... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:38","기획","서비스에 추가할 내용을 검토해봐","작업완료","[기획] 작업 완료: 서비스에 추가할 내용을 검토해봐... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:39","디자인","디자인 개선사항이 있는지 확인해봐","작업완료","[디자인] 작업 완료: 디자인 개선사항이 있는지 확인해봐... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:40","개발","https://aistudio.google.com/_/upload/636a37c3-97ce-4c80-be46-8c9a6f793f2d/file/c452cefde93b1e634f73bfbe2aaeafc1f1f9c3adf477659f6a80ed9df3003c91

에서 에러가 발생하는데 필요없는 항목이면 삭제해줘.","작업완료","[개발] 작업 완료: https://aistudio.google.com/_/upload/636... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:41","개발","https://aistudio.google.com/_/upload/636a37c3-97ce-4c80-be46-8c9a6f793f2d/file/c452cefde93b1e634f73bfbe2aaeafc1f1f9c3adf477659f6a80ed9df3003c91

에서 에러가 발생하는데 필요없는 항목이면 삭제해줘.","작업완료","[개발] 작업 완료: https://aistudio.google.com/_/upload/636... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:42","개발","https://aistudio.google.com/_/upload/636a37c3-97ce-4c80-be46-8c9a6f793f2d/file/c452cefde93b1e634f73bfbe2aaeafc1f1f9c3adf477659f6a80ed9df3003c91에서 에러가 발생하는데 필요없는 항목이면 삭제해줘.","작업완료","[개발] 작업 완료: https://aistudio.google.com/_/upload/636... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:43","개발","429 에러를 방지하기 위해서 다시 캐싱시스템을 도입해야겠다.

대신 페이지 접속 시, 무조건 3초의 로딩화면을 표시해.

거기서 캐싱 초기화 누르면 모든 리소스를 다 업데이트해.

캐싱 초기화 누르지 않으면 로컬캐싱 기반으로 동작하자.","작업완료","[개발] 작업 완료: 429 에러를 방지하기 위해서 다시 캐싱시스템을 도입해야겠다.

대신 페... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:44","개발","탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획득 보상 (SNS 포인트)
+150 PTS

SNS포인트를 보상수령 할때 단위는 PTS가 아니고 SNS로 수정해줘.
모든 보상 항목 점검.","작업완료","[개발] 작업 완료: 탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:45","개발","/modoo 개발현황화면이 조금 재미 없게 생겻다.

이모티콘 과 말풍선이 표시되게 사무실 느낌으로 화면을 구성해줘.","작업완료","[개발] 작업 완료: /modoo 개발현황화면이 조금 재미 없게 생겻다.

이모티콘 과 말풍선... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:46","개발","카드 플레이화면에서 상대덱/가운데 카드판/내카드덱 이있잖아.  FHD 해상도에서 상대덱/내카드덱 이 너무 높이가 높아. 상대덱/가운데 카드판/내카드덱 의 높이는 항상 25/50/25 비율을 유지해줘.","작업완료","[개발] 작업 완료: 카드 플레이화면에서 상대덱/가운데 카드판/내카드덱 이있잖아.  FHD 해... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:47","개발","/modoo 같은 작업명에 대해서 작업대기/작업중/작업완료 이렇게 3개가 모두 표시되니까 정신없다.

작업완료 > 작업중 > 작업대기 순으로 우선순위를 주고 해당 상태만 표시되게 해줘.","작업완료","[개발] 작업 완료: /modoo 같은 작업명에 대해서 작업대기/작업중/작업완료 이렇게 3개가... 반영 및 tsc/vite build 검증 통과"
