작업 ID,대상 화면,부서,핵심 카테고리,현재 문제점,구체적 개선안,예상 기대효과,작업 상태,관련 코드 파일
SCR-03-06,마이덱 & 카드 관리 (MyDeckView),기획,과금전환,"카드의 장비 장착 및 룬 슬롯 해금 시 고등급 장비가 부족하여 유저의 성장 정체가 발생하고, 마이덱 내 장비 과금 유도선 부재.","빈 장비 슬롯 탭 시 해당 슬롯 전용 'SSR 매직 링/아뮬렛 확정 스타터 팩 (1,200원)' 1-Tap 다이렉트 장비 인앱 결제 팝업 연결.",덱 성장 정체 구간에서의 즉각 장비 결제 전환율 4.1% 창출 및 장비 파밍 욕구 자극.,작업대기,"src/views/MyDeckView.tsx, src/views/ShopView.tsx"
SCR-04-04,상점 & 가챠 (ShopView),기획,과금전환,"110종 카드 풀에서 원하는 카드를 얻기 어려워 뽑기 피로도가 누적되고, 과금 유저의 저격 소환 만족도가 낮음.",유저가 원하는 SSR 카드 1장을 지정하여 해당 카드 획득 확률을 50%까지 상향하는 '위시리스트 픽업(Wishlist Focus)' 시스템 및 10연차 3회 진행 시 위시리스트 선택권 지급 프로모션 연동.,가챠 재구매율(Re-pull Rate) 45% 증가 및 고과금 유저(Whale) 만족도 개선.,작업대기,"src/views/ShopView.tsx, src/components/GachaWishlistModal.tsx"
SCR-04-05,상점 & 가챠 (ShopView),개발,재미/도파민,상점 진입 시 전 서버 대박 당첨 현황이 보이지 않아 뽑기 분위기 조성(Social Proof)과 즉각적인 도파민 동기부여가 약함.,상점 최상단에 실시간 SSR 획득 전광판 티커('OO님이 방금 블랙드래곤(SSR)을 소환했습니다!') 롤링 배너 구축 및 SSR 당첨자 축하 시 무료 코인 선물 상자 드랍 연계.,상점 진입 유저의 당일 소환 시도율 30% 상승 및 유저 간 축하 인터랙션 증대.,작업대기,"src/views/ShopView.tsx, src/components/GachaJackpotTicker.tsx, src/lib/sound.ts"
SCR-04-06,상점 & 가챠 (ShopView),디자인,사용성,"암호화폐(BTC, ETH, USDC) 및 일반 결제 시 결제 수단 선택 팝업이 복잡하여 모바일 100dvh에서 결제 이탈 발생.","모바일 1-Tap 바텀시트 결제 UI 적용, '가상자산(Web3) vs 간편카드결제' 듀얼 탭 전환 및 QR코드 1초 스캔 결제 인터페이스 구현.",결제 창 진입 후 결제 완료율 22% 개선 및 암호화폐 결제 실패율 60% 감소.,작업대기,"src/views/ShopView.tsx, src/components/QuickPaymentSheet.tsx"
SCR-05-04,카드 마켓플레이스 (CardMarketplaceView),개발,재미/도파민,"특정 카드의 시세 변동을 지속 추적하기 어렵고, 목표가 도달 시 즉각적인 매수 기회를 놓쳐 트레이딩 몰입도가 저하됨.","카드별 '관심 매물 등록(Watchlist)' 및 '목표 시세 알림(Price Target Ping)' 기능 구축, 목표가 도달 시 푸시 토스트 + 알림음 SFX 및 1-클릭 즉시 매수 팝업 연동.",거래소 재방문율 50% 상승 및 꿀매물 거래 체결 속도 3배 가속.,작업대기,"src/views/CardMarketplaceView.tsx, src/components/MarketplaceWatchlist.tsx, src/lib/sound.ts"
SCR-05-05,카드 마켓플레이스 (CardMarketplaceView),디자인,사용성,팩 개봉 후 누적된 다수의 잉여 중복 카드를 마켓에 판매할 때 한 장씩 등록해야 하는 번거로움과 조작 피로도 발생.,모바일 100dvh 하단에 '중복 카드 시장 최저가 일괄 등록(Bulk Quick Listing)' 원터치 액션 바 배치 및 체크박스 멀티 셀렉트 모드 구축.,잉여 카드 매물 등록 시간 80% 단축 및 P2P 마켓 유동성 45% 공급 확대.,작업대기,"src/views/CardMarketplaceView.tsx, src/components/BulkListingModal.tsx"
SCR-05-06,카드 마켓플레이스 (CardMarketplaceView),기획,과금전환,"기본 3개로 제한된 판매 슬롯 때문에 활발한 트레이딩이 제약되고, 거래 수수료(5%) 소각 외에 마켓플레이스 연계 수익화 모델 부재.","판매 등록 슬롯을 10개로 확장하고 거래 수수료를 2.5%로 인하하며 마켓 최상단 '골드 스포트라이트 매물' 노출 혜택을 제공하는 '거래소 거상 VIP 멤버십 (1,500원)' 상품 판매 배치.",하드 트레이더 유저 결제 전환율 5.5% 유도 및 코인 거래 회전율 극대화.,작업대기,"src/views/CardMarketplaceView.tsx, src/views/ShopView.tsx"
SCR-06-04,가상 주식 거래소 (StockMarketView),개발,성능,수십 개 캐릭터 종목의 실시간 시세 호가 웹소켓 갱신 시 전체 컴포넌트가 빈번히 리렌더링되어 모바일 저사양 환경에서 프레임 드랍(30fps 이하) 및 터치 인풋 지연 발생.,"웹소켓 시세 수신 데이터를 100ms 단위 requestAnimationFrame 버퍼로 묶어 일괄 배치 갱신하고, 뷰포트 기반 가상화 리스트(Virtual Windowing)를 적용하여 비가시 종목 렌더링을 차단함으로써 무지연 60fps 유지.","모바일 시세 스크롤 시 60fps 프레임 유지율 98% 달성, 브라우저 CPU/메모리 부하 45% 절감 및 터치 지연 제로화.",작업대기,"src/views/StockMarketView.tsx, src/lib/StockSocketManager.ts, src/components/VirtualizedStockList.tsx"
SCR-06-05,가상 주식 거래소 (StockMarketView),디자인,사용성,"신규 진입 유저에게 주식 호가 및 차트 인터페이스가 복잡하여 첫 매수까지의 진입 장벽(FTUE 이탈)이 높고, 모바일 100dvh 화면에서 한 손 탐색 동선이 미흡함.",신규 유저 전용 '30초 원클릭 첫 주식 매수 인터랙티브 온보딩 가이드' 및 상단 Thumb Zone에 '오늘의 추천 급등 유망주 TOP 3' 44px 퀵 매수 카드 바를 배치하여 원터치 매수 동선 구축.,신규 유저 첫 주식 매수 경험률(FTUE) 48% 향상 및 거래소 진입 후 1분 내 이탈률 35% 감소.,작업대기,"src/views/StockMarketView.tsx, src/components/StockFtueGuide.tsx, src/components/TopPicksCarousel.tsx"
SCR-06-06,가상 주식 거래소 (StockMarketView),기획,재미/도파민,주가 급등이나 상한가(+30%) 도달 시 시각적/청각적 축하 연출이 없고 주주들 간의 실시간 연대감이나 도파민을 자극하는 소셜 인터랙션 부재.,"상한가 달성 시 화면 전체 '황금 로켓 발사' 축하 애니메이션 + Web Vibration 햅틱 진동 + 팡파르 SFX를 출력하고, 보유 주주 전원 즉시 특별 보너스 배당 팝업 및 실시간 '주주 응원 이모지 연타' 기능 연동.","주식 상세 뷰 체류 시간 55% 증가 및 상한가 발생 시 유저 접속률(DAU 피크) 30% 상승, 커뮤니티 응원 도파민 극대화.",작업대기,"src/views/StockMarketView.tsx, src/components/StockRocketCelebration.tsx, src/lib/sound.ts"
SCR-07-04,승부 예측 시장 (PredictionMarketView),개발,성능,대규모 실시간 승부 예측 경기 진행 시 수천 건의 실시간 베팅 틱 및 배당률 실시간 변동 연산이 WebSocket으로 유입되며 메인 스레드 블로킹과 SVG 렌더링 병목(Frame Drop 25fps 이하) 발생.,"실시간 배당률 산출 및 베팅 집계 연산을 백그라운드 Web Worker(predictionOddsWorker.ts)로 분리하고, 캔버스 기반 마이크로 스파크라인(Sparkline) 차트로 전환하여 60fps 무지연 실시간 렌더링 파이프라인 구축.","빅매치 동시 접속 시 프레임 유지율 60fps 99% 확보, UI 렌더링 지연시간 5ms 이하 단축 및 모바일 배터리 발열 40% 억제.",작업대기,"src/views/PredictionMarketView.tsx, src/workers/predictionOddsWorker.ts, src/components/OddsSparklineCanvas.tsx"
SCR-07-05,승부 예측 시장 (PredictionMarketView),기획,FTUE/사용성,신규 유저는 코인 부족 및 손실에 대한 심리적 저항감으로 인해 승부 예측에 참여하지 못하고 관망만 하다가 이탈(신규 참여율 18% 미만)하는 문제 발생.,"신규 가입 유저 전용 '리스크 제로(Zero-Risk) 1회차 무료 예측 티켓(적중 시 실제 코인 지급, 미적중 시 위로 보상 지급)' 및 '승부의 신 3연속 적중 챌린지(누적 배당 10배 이벤트)' 온보딩 퀘스트 도입.",신규 유저 첫 승부 예측 참여율 65% 달성 및 D+7 잔존율(Retention) 26% 향상.,작업대기,"src/views/PredictionMarketView.tsx, src/components/FreePredictionTicketModal.tsx, src/lib/PredictionRewardEngine.ts"
SCR-07-06,승부 예측 시장 (PredictionMarketView),디자인,사용성,"모바일 100dvh 화면에서 경기 시뮬레이션 관전 영역과 베팅 슬립이 상하로 길게 스크롤되어, 경기 중 긴급 실시간 라이브 베팅(인플레이 베팅) 타이밍을 놓치고 오터치 발생.","100dvh 하단에 고정되는 '원핸드 피팅 라이브 인플레이 베팅 슬립(Live In-Play BottomSheet, 48px 이상 원터치 버튼)' 구축 및 베팅 직전 코인 부족 시 1-Tap 간편 소액 충전(500원 즉시 쾌속 베팅) 결제 모듈 일체화.","경기 진행 중 실시간 인플레이 베팅 참여율 45% 증가, 모바일 오터치 50% 감소 및 라이브 타임 결제 전환율 4.8% 창출.",작업대기,"src/views/PredictionMarketView.tsx, src/components/LiveBettingBottomSheet.tsx, src/views/ShopView.tsx"
SCR-08-04,시련의 탑 & 던전/레이드 (Tower / Dungeon / Boss Raid),개발,성능,레이드 보스전 및 다중 몬스터 웨이브 시 보스의 광역 스킬 파티클(Canvas 2D/WebGL)과 배경 이펙트 렌더링이 중첩되어 모바일 저사양 기기에서 FPS가 20fps대까지 급락하고 턴 입력 지연 발생.,"보스 이펙트 및 파티클 렌더링을 OffscreenCanvas 및 WebGL 인스턴싱(Instanced Mesh Rendering) 파이프라인으로 최적화하고, 저사양 모바일 자동 감지 시 파티클 수를 60% 축소하는 다이내믹 LOD(Level of Detail) 렌더러 적용.","대형 레이드 보스전 모바일 60fps 무지연 안정적 방어, 렌더링 CPU/GPU 점유율 38% 절감 및 전투 중 화면 프리징 제로화.",작업대기,"src/views/TowerView.tsx, src/lib/BossParticleRenderer.ts, src/lib/PerformanceMonitor.ts"
SCR-08-05,시련의 탑 & 던전/레이드 (Tower / Dungeon / Boss Raid),디자인,사용성,"이미 3별로 완파한 하위 층 파밍 시 매번 진입/전투/결과 확인 팝업을 거쳐야 해 모바일 100dvh 화면에서 반복 조작 피로도가 극심하고, 일일 AP(스태미나) 소진 동선이 길어짐.","3성 클리어 층에 '원터치 쾌속 연속 소탕(Quick Sweep 1회 / 5회 / 최대)' 바텀시트 UI 구축, 하단 Thumb Zone에 48px '소탕 시작' 원버튼 배치 및 소탕 결과(경험치/골드/아이템) 1페이지 요약 모달 연동.","일일 숙제 파밍 시간 80% 단축(5분 -> 1분 미만), 반복 터치 피로도 해소 및 유저의 일일 AP 소진 완수율 40% 증가.",작업대기,"src/views/TowerView.tsx, src/components/TowerSweepBottomSheet.tsx"
SCR-08-06,시련의 탑 & 던전/레이드 (Tower / Dungeon / Boss Raid),기획,과금전환,"보스방 직전 버프 카드(로그라이크 3선) 선택 시 상성이 맞지 않는 버프만 떴을 때 리롤 기회가 없어 불합리함을 느끼고, 50층/100층 대형 관문 정복 시의 성장 축하 패키지 트리거 부재.","버프 선택창에 '황금 버프 리롤(일일 1회 무료 / 이후 100 코인 소액 결제)' 1-Tap 추가 및 50층·100층 돌파 즉시 1시간 한정 '정복자의 황금 룬 패키지(1,500원 = SSR 룬 확정 상자 + 타워 입장권 5장)' 깜짝 팝업 연동.",타워 내 마이크로 결제(리롤) 참여율 30% 확보 및 마일스톤 관문 돌파 유저의 인앱 결제 전환율 5.6% 달성.,작업대기,"src/views/TowerView.tsx, src/components/TowerBuffRerollModal.tsx, src/views/ShopView.tsx"
SCR-09-04,미션 게임 아레나 (Poki 110선 Canvas Games),개발,성능,"110종 미니게임 간 전환 시 이전 게임의 Canvas 2D 컨텍스트, 오디오 인스턴스, 스프라이트 텍스처 메모리가 브라우저 GC에 즉시 반환되지 않아 메모리 누수가 누적되고 연속 플레이 시 FPS 급락 및 크래시 발생.","게임 종료/전환 시 강제 텍스처 언로드 및 오디오 버퍼 클리어 파이프라인(Canvas Lifecycle Manager) 구축, Object Pooling 기법 적용으로 프레임당 가비지 생성을 제로화하고 60fps 무지연 메모리 안정성 보장.","연속 미니게임 플레이 시 브라우저 힙 메모리 점유율 65% 절감, 메모리 누수로 인한 강제 새로고침 현상 100% 제거 및 60fps 고정 구동.",작업대기,"src/views/MiniGameArenaView.tsx, src/lib/CanvasLifecycleManager.ts, src/lib/ObjectPool.ts"
SCR-09-05,미션 게임 아레나 (Poki 110선 Canvas Games),디자인,사용성,"110개에 달하는 미니게임이 단순 그리드 스크롤 목록으로 나열되어 있어, 모바일 100dvh 뷰포트에서 원하는 장르 탐색 피로도가 높고 첫 플레이 진입까지 탐색 이탈률 발생.","상단에 가로 스와이프 장르 태그 칩 바(인기 TOP 10, 1분 킬링타임, 퍼즐 등) 구축, 100dvh 하단 Thumb Zone에 '랜덤 즉시 시작(Shuffle Play, 48px)' 원터치 플로팅 액션 버튼 및 게임별 3초 숏폼 썸네일 GIF 프리뷰 카드 적용.","미니게임 선택 소요 시간 70% 단축(30초 -> 9초), 모바일 탐색 피로도 해소 및 신규 유저의 첫 미니게임 플레이 전환율 42% 상승.",작업대기,"src/views/MiniGameArenaView.tsx, src/components/MiniGameCategoryChips.tsx, src/components/MiniGamePreviewCard.tsx"
SCR-09-06,미션 게임 아레나 (Poki 110선 Canvas Games),기획,재미/도파민,미니게임 최고 기록이 개인 기록에만 머물러 타 유저와의 실시간 경쟁 심리 및 상위 랭커 도전의 도파민 자극이 결여되어 있음.,"매주 종목이 변경되는 '주간 미니게임 챔피언십(Weekly Arena League)' 및 실시간 전광판 랭킹 티커 구축, 상위 1% 달성 시 황금 트로피 칭호 + 대량 SNS 코인 지급, '아레나 챔피언 2배 도전 티켓(500원)' 소액 결제 모델 연동.","미니게임 일일 인당 플레이 타임 35% 증가, 랭킹 경쟁 기반 주간 잔존율(W1 Retention) 22% 상승 및 챔피언십 참여 유저 소액 과금 전환율 3.8% 달성.",작업대기,"src/views/MiniGameArenaView.tsx, src/components/WeeklyArenaLeaderboard.tsx, src/views/ShopView.tsx"
SCR-10-04,소셜 & 길드 (Guild / Friend Battle / Community),개발,성능,"길드 활동 및 레이드 중 실시간 채팅, 기부/출석 로그, 전투 중계 틱이 동시 폭주할 때 React 전체 컴포넌트 리렌더링 및 모바일 가상 키보드 입력 시 심각한 인풋 렉(200ms 이상) 발생.","길드 채팅 피드에 가상화 리스트(TanStack Virtual) 적용, WebSocket 수신 메시지 100ms 배치 렌더링 파이프라인 구축 및 입력창 상태와 메시지 뷰를 독립 컴포넌트로 격리하여 60fps 무지연 타이핑 보장.","고밀도 길드 채팅 시 프레임 유지율 60fps 100% 방어, 모바일 가상 키보드 타이핑 지연 제로화 및 브라우저 메모리 부하 40% 절감.",작업대기,"src/views/GuildView.tsx, src/components/GuildChatFeed.tsx, src/lib/GuildSocketBatcher.ts"
SCR-10-05,소셜 & 길드 (Guild / Friend Battle / Community),디자인,사용성,"일일 길드 출석 체크, 길드 코인 기부, 길드 버프 수령이 각기 다른 서브 탭에 분산되어 있어 모바일 100dvh 화면에서 5회 이상의 번거로운 탭 전환 및 반복 터치 피로도 유발.",길드 로비 최상단 Thumb Zone에 '일일 길드 활동 올인원 원터치(All-in-One Claim: 출석 + 3단 기부 + 버프 활성화)' 48px 스마트 액션 바를 배치하여 1-Tap 일괄 처리 완료 UX 구축.,"일일 길드 루틴 조작 소요 시간 85% 단축(60초 -> 8초), 불필요한 서브 탭 이동 해소 및 길드원 일일 기부/출석 참여율 35% 상승.",작업대기,"src/views/GuildView.tsx, src/components/GuildDailyQuickHub.tsx"
SCR-10-06,소셜 & 길드 (Guild / Friend Battle / Community),기획,과금전환,"고스펙 카드를 보유한 유저가 길드원에게 지원하며 혜택을 얻는 수단이 없고, 라이트 유저는 상위 레이드 돌파를 위한 에이스 카드가 부족하여 성장 정체 및 이탈 발생.","길드 전용 '에이스 카드 용병 대여소(Mercenary Post)' 시스템 구축(대여 시 코인 지급), 용병 슬롯 3칸 확장권 판매 및 길드 레이드 랭킹 달성 시 길드 금고 수수료를 전원에게 배당하는 순환 경제 연계.","길드 내 고과금 유저의 자긍심 및 체류 만족도 증대, 용병 슬롯 확장 인앱 결제 전환율 4.3% 달성 및 길드 협동 잔존율 28% 상승.",작업대기,"src/views/GuildView.tsx, src/components/GuildMercenaryModal.tsx, src/views/ShopView.tsx"
SCR-11-04,웹소설·웹툰 미디어 허브 (NovelView / AnimeView / MovieView),개발,성능,수십 장의 고해상도 웹툰 이미지를 연속 스크롤할 때 DOM 노드 비대화 및 이미지 메모리 누적으로 스크롤 프레임이 25fps 이하로 끊기고 브라우저 탭 크래시 발생.,"IntersectionObserver 기반 화면 밖 이미지 자동 돔(DOM) 언마운트 및 WebP 압축 텍스처 캐싱 파이프라인(Virtual Infinite Image Scroller) 구현, GPU 디코딩을 활용하여 스크롤 60fps 무지연 렌더링 보장.","장편 웹툰 스크롤 시 60fps 완전 유지, 브라우저 탭 메모리 점유율 60% 절감(350MB -> 120MB) 및 모바일 발열/크래시 제로화.",작업대기,"src/views/NovelView.tsx, src/components/VirtualWebtoonScroller.tsx, src/lib/ImageCacheManager.ts"
SCR-11-05,웹소설·웹툰 미디어 허브 (NovelView / AnimeView / MovieView),디자인,사용성,"대중교통 이동 중 한 손으로 모바일 100dvh 화면 조작 시 엄지손가락 스와이프 피로도가 누적되고, 회차 이동 및 북마크 버튼이 상단에 위치해 한 손 터치 불가능.",뷰포트 하단 Thumb Zone에 플로팅 '원터치 무단변속 오토 스크롤(Auto-Scroll 1x~5x 조절 슬라이더)' 및 '원터치 다음 화 / 북마크 저장' 44px 반투명 원핸드 컨트롤 패널 오버레이 구축.,"한 손 독서 시 엄지 관절 피로도 70% 감소, 에피소드 완독 후 다음 화 연속 열람 전환율 45% 상승.",작업대기,"src/views/NovelView.tsx, src/components/OneHandReadingController.tsx"
SCR-11-06,웹소설·웹툰 미디어 허브 (NovelView / AnimeView / MovieView),기획,과금전환,"다음 화 열람 대기 시간 동안 유저가 이탈하고, 몰입도가 최고조에 달한 클리프행어 회차에서 즉시 소액으로 다음 편을 결제할 수 있는 마이크로 결제 동선 부재.",회차 말미에 '기다리면 무료 3초 쾌속 단축권 (300원 또는 일일 TCG 배틀 3승 퀘스트 달성권)' 1-Tap 트리거 배치 및 미공개 3화분 미리보기 '얼리액세스 패키지(500원 = 3화 사전열람 + 원작 한정 카드 조각)' 판매 연동.,"미디어 허브 내 마이크로 트랜잭션 결제 전환율 4.1% 창출, 클리프행어 구간 완독 연속성 유지 및 TCG 배틀 참여 동기 연계.",작업대기,"src/views/NovelView.tsx, src/components/FastPassModal.tsx, src/views/ShopView.tsx"
